id,name,address,isClosed,issue,quality,menuCount,dishNamesCount,shopeefoodSlug
"r_ct_nha_bo_tau_hu_singapore_nguyen_van_linh.wsktkx","Nhà Bơ - Tàu Hủ Singapore - Nguyễn Văn Linh","47G6/7B Nguyễn Văn Linh, Khu Vực 3, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","4","4","nha-bo-tau-hu-singapore-nguyen-van-linh.wsktkx"
"r_ct_nhat_anh_coffee_house_ca_phe_tra_cookie_khu_dan_cu_an_khanh.xuhx5k","Nhất Anh Coffee House - Cà Phê, Trà & Cookie - Khu Dân Cư An Khánh","137 Khu Dân Cư An Khánh, Đường Số 30, P. An Khánh, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","5","59","nhat-anh-coffee-house-ca-phe-tra-cookie-khu-dan-cu-an-khanh.xuhx5k"
"r_ct_no_7_tea_bread_tran_binh_trong.8kifat","No.7 - Tea & Bread - Trần Bình Trọng","07 Trần Bình Trọng, P. An Phú, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","4","46","no-7-tea-bread-tran-binh-trong.8kifat"
"r_ct_phinh_an_vat_milo_dam.rwlndt","Phính - Ăn Vặt & Milo Dầm","44 Đường 3 Tháng 2, P. Xuân Khánh, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","5","10","phinh-an-vat-milo-dam.rwlndt"
"r_ct_quan_bun_72_bun_rieu_cua_nguyen_van_cu_noi_dai.yc5f8j","Quán Bún 72 - Bún Riêu Cua - Nguyễn Văn Cừ Nối Dài","172 Nguyễn Văn Cừ Nối Dài, P. An Bình, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","5","2","quan-bun-72-bun-rieu-cua-nguyen-van-cu-noi-dai.yc5f8j"
"r_ct_shooga_base_cafe_bar_phan_chu_trinh.tnizlt","Shooga Base - Cafe & Bar - Phan Chu Trinh","47 Phan Chu Trinh, P. Tân An, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","4","27","shooga-base-cafe-bar-phan-chu-trinh.tnizlt"
"r_ct_so_lo_milktea_tran_chien.oejges","So Lô - MilkTea - Trần Chiên","Đầu Hẻm 8 Trần Chiên, P. Lê Bình, Quận Cái Răng, Cần Thơ","True","template_menu","unsplash_template","4","22","so-lo-milktea-tran-chien.oejges"
"r_ct_sua_bap_doka_132_nguyen_van_cu.we7jbu","SỮA BẮP DOKA - 132 Nguyễn Văn Cừ","132 Nguyễn Văn Cừ Nối Dài, P. An Khánh, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","4","17","sua-bap-doka-132-nguyen-van-cu.we7jbu"
"r_ct_tiem_nha_mon_an_vat_va_coffee_nguyen_van_linh.az7tho","Tiệm Nhà Mon - Ăn Vặt Và Coffee - Nguyễn Văn Linh","298M/4 Nguyễn Văn Linh, P. An Khánh, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","5","28","tiem-nha-mon-an-vat-va-coffee-nguyen-van-linh.az7tho"
"r_ct_wabisabi_cakes_and_drinks_banh_mi_banh_bong_lan_trung_muoi_nguyen_minh_quang.rf12pq","WabiSabi Cakes And Drinks - Bánh Mì & Bánh Bông Lan Trứng Muối - Nguyễn Minh Quang","167F3/9 Hẻm 3 Nguyễn Minh Quang, P. An Khánh, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","5","11","wabisabi-cakes-and-drinks-banh-mi-banh-bong-lan-trung-muoi-nguyen-minh-quang.rf12pq"
"r_ct_xua_nice_an_vat_tran_quang_dieu.jjgjtd","Xưa Nice - Ăn Vặt - Trần Quang Diệu","327/20 Trần Quang Diệu, P. An Thới (Chạy Tới Định Vị Nhìn Có Quán ""CF Diễm Kiều"" Kế Bên Có Cái Hẻm Nhỏ Chạy Vô Nhà Cuối Hẻm), Quận Bình Thủy , Cần Thơ","True","template_menu","unsplash_template","5","14","xua-nice-an-vat-tran-quang-dieu.jjgjtd"
"r_ct_ut_xinh_che_kem_dac_san_nguyen_van_cu.2f5r8p","ÚT XINH - Chè Kem Đặc Sản - Nguyễn Văn Cừ","235A Hẻm 233, P. An Hòa, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","5","30","ut-xinh-che-kem-dac-san-nguyen-van-cu.2f5r8p"
"r_ct_doi_doi_do_an_nhanh_hem_390_nguyen_van_cu.lvi4en","Đói Đói - Đồ Ăn Nhanh - Hẻm 390 Nguyễn Văn Cừ","Hẻm 390 Nguyễn Văn Cừ, P. An Khánh, Quận Ninh Kiều , Cần Thơ","True","template_menu","unsplash_template","4","17","doi-doi-do-an-nhanh-hem-390-nguyen-van-cu.lvi4en"
